Review,Preprocessed_Review,Sentiment
"My Daughter Siyaanshi has been attending the Mathgenie program since one year. Her teacher Angela Diaz is really amazing. She nurtures her students confidence and skills. She is really efficient in using the right tools and techniques to engage children in virtual math classes. My daughter is having a more confident approach towards her math lessons now and enjoys her Math. Also, I really love the various tips that she shares with parents towards the end of each class to help us nurture the math skills taught in the class.",daughter siyaanshi attending mathgenie program since one year teacher angela diaz really amazing nurtures students confidence skills really efficient using right tools techniques engage children virtual math classes daughter confident approach towards math lessons enjoys math also really love various tips shares parents towards end class help us nurture math skills taught class,Positive
"They are very difficult to deal with. They care much about their staff then the parents. They are  Very strict with their rules, unprofessional and nearly impossible people to deal with.",difficult deal care much staff parents strict rules unprofessional nearly impossible people deal,Negative
"My 6 yr old boy attends virtual class and he is being taught by Ms.Angela who is a great teacher.She knows how to get the work done by my little one.She is an awesome teacher.Ms.Angela's regular feedback and suggestion has helped him a lot.I would highly recommend Ms.Angela.

Thanks
Ganga",6 yr old boy attends virtual class taught great knows get work done little awesome regular feedback suggestion helped would highly recommend thanks ganga,Positive
Thank you Ms Naina and Ms Kim.  My daughter has shown a great improvement in reading and writing and all thanks to you.  Awesome support and help from the staff whether it is a query or make up or any extra curriculum support.  Ms Kim knows how to keep kids engaged and motivated. Ms Naina goes above and beyond to teach.,thank ms naina ms kim daughter shown great improvement reading writing thanks awesome support help staff whether query make extra curriculum support ms kim knows keep kids engaged motivated ms naina goes beyond teach,Positive
Susan Pinon was a great professional instructor to our son.  She is a very caring person and goes above and beyond to help her students.  Thank you for all the hard work that you did.,susan pinon great professional instructor son caring person goes beyond help students thank hard work,Positive
ms. susie is my teacher at math genie for math and reading. she is great and has taught me soo much. my parents even love her!  thank you ms. susie,susie teacher math genie math reading great taught soo much parents even love thank susie,Positive
very good learning for my son and with good quality.  (teacher :Susan Pinon),good learning son good quality teacher susan pinon,Positive
I am so grateful to have Ms. Susan as my daughter’s reading/writing tutor. She is very creative on how she engages with her students in class ( I have listened to her virtual classes). Ms. Susan is very passionate in her teaching and dedicated to her students to make sure they are progressing forward. My daughter has improved on her writing skills and continues to make progress because of Ms. Susan. Thank you for all that you do.,grateful susan daughter tutor creative engages students class listened virtual classes susan passionate teaching dedicated students make sure progressing forward daughter improved writing skills continues make progress susan thank,Positive
Ms. Susie is very nice and a great teacher! My son has improved in his writing skills. Highly recommend!,susie nice great teacher son improved writing skills highly recommend,Positive
"my son has been with Mathgenie for over 2 years now and we have seen an improvement in his speed to do mental math, especially with addition. now he can do multiplication using the same addition strategy. Thanks to the teachers Ms. Stephanie and now Ms. Susan Pinon, both are wonderful. The teachers listen carefully to our concerns and address that immediately. Ms. Susan is especially very good in addressing our concerns and she took extra time to take additional assessments, beyond the regular ones and showed us where our kid is lacking  or where he is excelling making it easier for us to focus on those limitations. Thanks.",son mathgenie 2 years seen improvement speed mental math especially addition multiplication using addition strategy thanks teachers stephanie susan pinon wonderful teachers listen carefully concerns address immediately susan especially good addressing concerns took extra time take additional assessments beyond regular ones showed us kid lacking excelling making easier us focus limitations thanks,Positive
I am sending my son for English class.my son teacher name is Susan Pinon.she is teaching very good.Thank you,sending son english son teacher name susan teaching,Positive
Math Genie and Reading Genie has been extremely helpful in building strong foundation for my daughter. I am extremely happy with her teacher Miss Niraali in providing her customized path for her growth and development. Extremely recommend her :),math genie reading genie extremely helpful building strong foundation daughter extremely happy teacher miss niraali providing customized path growth development extremely recommend,Positive
Both of my kids have been joined for the reading programs over 4 months. Both have made great improvement in writing and reading skills. My kids are happy to have Ms. Niralee as a teacher.  She is doing a great job and I would definitely recommend Math Genie in East Brunswick to others.,kids joined reading programs 4 months made great improvement writing reading skills kids happy niralee teacher great job would definitely recommend math genie east brunswick others,Positive
My son is being with Ms.Niralee for reading genie. She is doing an amazing job and she is the best.She is doing an extraordinary job in handling kids and bring them up where they lag. We are very happy with her.,son reading genie amazing job extraordinary job handling kids bring lag happy,Positive
My son attending the reading classes and his school grades are improved since then . We thank the teacher Niralee Desai for her excellent teaching skills and her ability to understand kids psychology . Thank you again Niralee for all your time and attention you have given in my son's studies and you made such a difference in his attitude and grades.,son attending reading classes school grades improved since thank teacher niralee desai excellent teaching skills ability understand kids psychology thank niralee time attention given son studies made difference attitude grades,Positive
"Our son has been part of Math Genie for the last couple of years and his English writing skills have greatly improved .With online classes , we have the opportunity to listen and see how the teacher works with the students . Ms.Niralee Desai takes time  and interest by giving individual attention to all students. She provides clear information to parents on what each child lacks and inputs to improve . She checks their homework before the next class so that she can provide inputs on what the student needs to get it corrected before the class begins. She provides instructions  to parents on concepts so that as a parent we can also understand and help our child to improve . Thank you Ms.Niralee Desai and Math Genie for helping our child grow into Success !!",son part math genie last couple years english writing skills greatly improved online classes opportunity listen see teacher works students desai takes time interest giving individual attention students provides clear information parents child lacks inputs improve checks homework next class provide inputs student needs get corrected class begins provides instructions parents concepts parent also understand help child improve thank desai math genie helping child grow success,Positive
My son has been taking abacus class with Ms. Kaitlin and he loves her!  She is very patient and a great teacher.  I would highly recommend math genie.,son taking abacus class kaitlin loves patient great teacher would highly recommend math genie,Positive
"My son loves all the classes he attend, the point systems encourages them to learn more.",son loves classes attend point systems encourages learn,Positive
Great school! My 7 years old daughter loves going there. Her teacher is amazing. I’m noticing great improvement in my daughters math knowledge. We love  MathGenie!,great school 7 years old daughter loves going teacher amazing noticing great improvement daughters math knowledge love mathgenie,Positive
"My son loves attending his Reading classes at Math Genie. Ms Niralee is the best reading teacher Every class she comes up with something new, she makes sure all the kids are participating during her classes. Even if it’s a group class she will give 1:1 attention to kids if needed. Her efforts have tremendously improved my son’s reading skills, retention skills & Off-course his confidence. Big thanks to Ms Niralee!
I'll definitely recommend her & Math Genie!",son loves attending reading classes math genie ms niralee best reading teacher every class comes something new makes sure kids participating classes even group class give attention kids needed efforts tremendously improved son reading skills retention skills confidence big thanks ms niralee definitely recommend math genie,Positive
"""Susan Pinon is so good with the kids. Also makes sure to reach out to parents for everything. I like how she goes extra step to make my Son focus in his work""",susan pinon good kids also makes sure reach parents everything like goes extra step make son focus work,Positive
"Miss Angela was exceptional in teaching kids, I see great improvement in my kids math skills.",miss angela exceptional teaching kids see great improvement kids math skills,Positive
"My daughter loves coming here.  Her tutor (Ashley) is a sweetheart and my daughter has learned a lot from her.  Great experience, great tutor and great results!",daughter loves coming tutor ashley sweetheart daughter learned lot great experience great tutor great results,Positive
Thank You Ms Angela for your exceptional ability to work on my daughter's reading skills. We have seen you take great care and patient enough to observe my daughter performance and point out her weak areas to improve. Your feedback from every class has helped her and handled very professionally via online medium. She misses you a lot...,thank ms angela exceptional ability work daughter reading skills seen take great care patient enough observe daughter performance point weak areas improve feedback every class helped handled professionally via online medium misses lot,Positive
Miss Ashley is a wonderful teacher. She helped my daughters learn all the concepts that were missed due to COVID related online school.,miss ashley wonderful teacher helped daughters learn concepts missed due covid related online school,Positive
Ms. Kaitlin is a wonderful teacher and my daughter loves her class. Ms. Kaitlin helped my daughter a lot with her reading and writing skills. Thank you.,kaitlin wonderful teacher daughter loves class kaitlin helped daughter lot reading writing skills thank,Positive
My daughter has been going to math-genie for over three years now. They have continued to provide excellent learning for kids during pandemic online and in-person. My daughter loves reading/writing with Ms Katlin in-person. They have strict  safety protocols in place.,daughter going three years continued provide excellent learning kids pandemic online daughter loves ms katlin strict safety protocols place,Positive
"My son who's in grade 1 took math and english classes with Ms Ashley Kerrigan. She is very friendly, adjustable with schedules and gives regular feedback. Now my son is confident and his interest has picked up a lot. Kudos to her and Mathgenie.",son grade 1 took math english classes ms ashley kerrigan friendly adjustable schedules gives regular feedback son confident interest picked lot kudos mathgenie,Positive
Miss Ashley is very knowledge and wonderful teacher .My daughter loves going to her class for Math..,miss ashley knowledge wonderful teacher daughter loves going class math,Positive
"Ms. Ashley is a great teacher. She is skillful, patient, and enthusiastic. I am glad to have her as my daughter's teacher. Thank you!",ashley great teacher skillful patient enthusiastic glad daughter teacher thank,Positive
Susan Piñon ( Ms. Susie) is an excellent teacher. She always makes sincere effort to understand each kids unique learning requirements and accordingly make sincere efforts to develop customized solutions. Her efforts makes the learning experience fun and kids enjoy it. Thank you Ms. Susie.,susan piñon susie excellent teacher always makes sincere effort understand kids unique learning requirements accordingly make sincere efforts develop customized solutions efforts makes learning experience fun kids enjoy thank susie,Positive
Miss Haven is a wonderful teacher and we are amazed at our child’s progress with the program.,miss wonderful teacher amazed child progress program,Positive
Math genni classes are excellent.. they always accommodate with your schedule.. education is excellent too..,math genni classes excellent always accommodate schedule education excellent,Positive
"Ms. Susie is excellent in handling kids and making teaching interesting for kids
Most importantly she shares the updates on time regarding  progress
We are very happy to have her as my kids math teacher",susie excellent handling kids making teaching interesting kids importantly shares updates time regarding progress happy kids math teacher,Positive
Ms. Faith at the Marlboro office is EXTREMELY helpful and kind.  We love how everyone at each Math Genie location is so dedicated to ensure a positive experience for our son.,ms faith marlboro office extremely helpful kind love everyone math genie location dedicated ensure positive experience son,Positive
"My twins have been students of Math Genie since the beginning of the pandemic. I was nervous about them loosing skills taught in first grade while in the second during virtual schooling. One of my twins confidence level was so low in math I was nervous. But having Ms. Meghan as his teacher, not only did it build up his confidence level he even asked for a math book for Christmas! When my son went back to hybrid classes his math teacher was so impressed with his scores and is knowledge of math concepts she recorded a video and asked what I had done. All I said was, ""Math Genie."" I want to personally thank Ms. Meghan for working so patiently with my sons. The worries for my children falling behind have been put at ease. I will continue to keep Math Genie as part of my twins educational journey.",twins students math genie since beginning pandemic nervous loosing skills taught first grade second virtual schooling one twins confidence level low math nervous meghan teacher build confidence level even asked math book christmas son went back hybrid classes math teacher impressed scores knowledge math concepts recorded video asked done said math genie want personally thank meghan working patiently sons worries children falling behind put ease continue keep math genie part twins educational journey,Positive
"My son is doing well in school, thanks to Math Genie.",son well school thanks math genie,Positive
My son has been attending Math Genie since he was in pre-k 4 and is now in 4th grade. My son is so confident doing math and is always looking to be challenged. I feel the program helps him stay one step a head of the curriculum at public school. I’m also always amazed how quickly he can do mental math. The staff at Math Genie are excellent. For the past year his teacher has been Ms. Kaishini and she is outstanding. Even with teaching remote my son  has excelled in her class. He always leaves at the end with a smile and looks forward to the next lesson. She is very patient with her students and takes the time to work with them if they need extra help. She also makes sure she finds ways to challenge her students while making it fun and engaging. We are very happy with the program.,son attending math genie since 4 4th grade son confident math always looking challenged feel program helps stay one step head curriculum public school also always amazed quickly mental math staff math genie excellent past year teacher kaishini outstanding even teaching remote son excelled class always leaves end smile looks forward next lesson patient students takes time work need extra help also makes sure finds ways challenge students making fun engaging happy program,Positive
My Son having great learning experience at Math Genie with Miss Taina. We can see him improvement as well. I think Math Genie is a great platform for building child future. 👍,son great learning experience math genie miss taina see improvement well think math genie great platform building child future,Positive
"Math Genie is not even eligible for a single star. My daughter attended the class for an year and I don't see any progress. I have wasted money and time. Please find below my concerns.
1. there are three to four students in a class. that means each student will get 15mins time with the teacher. For each holiday, even though the class is not on a holiday, they take holiday. i.e. on an average teacher spends 45mins per month. So we are paying 140 dollars for 45 mins.
2. The teachers will change without any notice.
3. They say the teacher are qualified and it's not true. I felt the teachers are college students.
4. I informed in the first week of the  month that I will discontinue. They said I have to pay for next month also because I am late even after telling them the reason. They don't care about what you feel.",math genie even eligible single star daughter attended class year see progress wasted money time please find concerns three four students class means student get 15mins time teacher holiday even though class holiday take holiday average teacher spends 45mins per month paying 140 dollars 45 mins 2 teachers change without notice 3 say teacher qualified true felt teachers college students 4 informed first week month discontinue said pay next month also late even telling reason care feel,Positive
"Math Genie has been a saving grace.  My 9 year old struggles with reading/writing however,  there has been a major improvement due to Math Genie.  He enjoys going there and the teachers really care about the students and their progress! Ms.  Faith has been awesome!",math genie saving grace 9 year old struggles however major improvement due math genie enjoys going teachers really care students progress ms faith awesome,Positive
"Mark Vallaro encorages child attention by motivation, bringing outside articles and templates to build writing essay difficulties (word selection during essay practice), and showing interest in your child's activities and achievements.",mark vallaro encorages child attention motivation bringing outside articles templates build writing essay difficulties word selection essay practice showing interest child activities achievements,Positive
"Excellent teachers! They uncovers my daughter's abilities to think and reason by observing, listening, and talking with her. Great materials for common core, abacus and reading/writing.",excellent teachers uncovers daughter abilities think reason observing listening talking great materials common core abacus,Positive
"Great program to help kids develop math skills, which will help them with the school material.",great program help kids develop math skills help school material,Positive
"They cancelled my class last minute, claim to pay 50% higher wages, force you to sign paperwork with erroneous charges and unfair cancellation policies.  Will not allow make ups.  If you want to do a make up you have to still continue paying.  I had 3 make ups remaining and none of the timings worked yet they kept charging me month after month.  When I complained about it, they tried to take me to court.

I would avoid at all costs.  There are way better programs out there.  The original staff and teachers were great, it has gone downhill since then.  They claim the abacus actually works, it actually confuses the kids in school and the common core curriculum.",cancelled class last minute claim pay 50 higher wages force sign paperwork erroneous charges unfair cancellation policies allow make ups want make still continue paying 3 make ups remaining none timings worked yet kept charging month month complained tried take court would avoid costs way better programs original staff teachers great gone downhill since claim abacus actually works actually confuses kids school common core curriculum,Negative
Very  bad service. Not happy,bad service happy,Positive
My Son has enrolled for Reading and Math classes with Ms. Taina Cardona few months back. I see tremendous improvement on him. Ms. Taina is very good teacher having great teaching skills. She is very helping and always answering your questions by explaining in detail. In addition Ms. Ashley Kerrigan is very supportive and helping on all escalations immediately if you email her. I am glad that my child is in good hands. Thank you for everything. I am looking forward to see my child on top of learning ahead with your teaching support.,son enrolled reading math classes taina cardona months back see tremendous improvement taina good teacher great teaching skills helping always answering questions explaining detail addition ashley kerrigan supportive helping escalations immediately email glad child good hands thank everything looking forward see child top learning ahead teaching support,Positive
My son is having great learning experience at Math Genie. Ms Faith is a great guide and an excellent coach.,son great learning experience math genie ms faith great guide excellent coach,Positive
Our daughter Ashritha works with Ms Faith at Marlboro center. Ms faith has been very helpful in Ashritha to improve her writing skills tremendously. Her reading skills have also improved greatly during this time. Highly recommended!,daughter ashritha works ms faith marlboro center ms faith helpful ashritha improve writing skills tremendously reading skills also improved greatly time highly recommended,Positive
My daughter started with Math Genie since she was 3 1/2 years old. We are very satisfied with her progress. Her math skills and knowledge is a few grade level higher than the current grade level she is in. She is currently in our school district’s Gifted and Talented Program. Thanks to all the staff of Math Genie. They are amazing.,daughter started math genie since 3 years old satisfied progress math skills knowledge grade level higher current grade level currently school district gifted talented program thanks staff math genie amazing,Positive
"My 10 years old son loves going here. Ms. Haven is amazing. David has great improvement, what I can see from his school scores . Ms. Haven helps him with preparation for his important tests in the last year of elementary school. Thank you!",10 years old son loves going amazing david great improvement see school scores helps preparation important tests last year elementary school thank,Positive
Math genie & Mrs. Ali have helped my son with one on one reading help. He is very behind from having to do virtual school starting in kindergarten. Having them there to help reteach him things he missed has helped him become more confident to try harder during school.,math genie ali helped son one one reading help behind virtual school starting kindergarten help reteach things missed helped become confident try harder school,Positive
Math Genie has been a beneficial education supplement program for my kids.  My kids like it.  The teachers are great.,math genie beneficial education supplement program kids kids like teachers great,Positive
Ms. Fatima is a responsible teacher.  She cares about her students.,fatima responsible teacher cares students,Positive
"First of all, it's more affordable compared to others in the area. I just needed a tutor on select areas I thought he might need extra help on and didn't want to put him in a full-blown after-school program. They asked me what my concern areas were and did a complementary assessment to determine my son's needs and recommended classes and levels. Their hours are also flexible which make it easy to reschedule sessions as needed, given 24 hour notice is required.

Ms. Haven, who is the my son's ""full time"" teacher, understands his learning style and was able to tailor to his needs. We saw real improvements over the last several months. It's not a chore trying to get him to the center because he actually enjoys his time there. He gives positive feedback on other teachers as well when he has to make up his sessions on different days.",first affordable compared others area needed tutor select areas thought might need extra help want put program asked concern areas complementary assessment determine son needs recommended classes levels hours also flexible make easy reschedule sessions needed given 24 hour notice required son full time teacher understands learning style able tailor needs saw real improvements last several months chore trying get center actually enjoys time gives positive feedback teachers well make sessions different days,Positive
"I would like to acknowledge Ms. Ali for her outstanding effort in teaching my child. She follows through to make sure her student understands and retains the curriculum. My child has made a big improvement in her writing skills since Ms. Ali started teaching her. She has the tools to start a prompt with ease.  This is proven in her grades at school.

Ms. Ali communicates well with us parents through the parent portal feedback system. She also has the ability to foster positive interactions with the student which builds the student’s confidence. Ms. Ali is very effective in her teaching.
Thank you Math Genie for having great teachers like Ms. Ali.",would like acknowledge ali outstanding effort teaching child follows make sure student understands retains curriculum child made big improvement writing skills since ali started teaching tools start prompt ease proven grades school ali communicates well us parents parent portal feedback system also ability foster positive interactions student builds student confidence ali effective teaching thank math genie great teachers like ali,Positive
Gianna goes to math genie once a week. She is placed in the reading program. She has learned so much! You can tell Ms. Faith loves her students and wants them to be successful with reading and writing skills. Ms.Faith takes the time during the conferences to discuss your child's strengths and weaknesses and in what ways we can benefit Gianna as a team. I am so happy she is placed in Ms.Faiths class.,gianna goes math genie week placed reading program learned much tell ms faith loves students wants successful reading writing skills takes time conferences discuss child strengths weaknesses ways benefit gianna team happy placed class,Positive
"I am very happy to see how my 6 year old son is succeeding in Math at Math Genie. Miss Fatima Mir is dedicated, enthusiastic and passionate for her profession. My son loves Miss Fatima Mir, because she makes the complex material fun and easy to understand. Miss Fatima keeps my son’s attention through the session and it is worth to note that my son is on virtual learning, which makes it harder for kids of his age to keep up. However, Miss Fatima knows how to motivate, encourage and challenge without pushing the limits of the child. Since August of 2021 until now, there has been big growth in my son’s mental calculations skills and now he is practicing mental calculations with 2 digit numbers. Simply said, Math Genie is a great opportunity for kids’ academics and Miss Fatima Mir is fantastic at what she does!",happy see 6 year old son succeeding math math genie miss fatima mir dedicated enthusiastic passionate profession son loves miss fatima mir makes complex material fun easy understand miss fatima keeps son attention session worth note son virtual learning makes harder kids age keep however miss fatima knows motivate encourage challenge without pushing limits child since august 2021 big growth son mental calculations skills practicing mental calculations 2 digit numbers simply said math genie great opportunity kids academics miss fatima mir fantastic,Positive
"I am very happy to see how my 6 year old son is succeeding in Math at Math Genie. Miss Fatima Mir is dedicated, enthusiastic and passionate for her profession. My son loves Miss Fatima Mir, because she makes the complex material fun and easy to understand. Miss Fatima keeps my son’s attention through the session and it is worth to note that my son is on virtual learning, which makes it harder for kids of his age to keep up. However, Miss Fatima knows how to motivate, encourage and challenge without pushing the limits of the child. Since August of 2021 until now, there has been big growth in my son’s mental calculations skills and now he is practicing mental calculations with 2 digit numbers. Simply said, Math Genie is a great opportunity for kids’ academics and Miss Fatima Mir is fantastic at what she does!",happy see 6 year old son succeeding math math genie miss fatima mir dedicated enthusiastic passionate profession son loves miss fatima mir makes complex material fun easy understand miss fatima keeps son attention session worth note son virtual learning makes harder kids age keep however miss fatima knows motivate encourage challenge without pushing limits child since august 2021 big growth son mental calculations skills practicing mental calculations 2 digit numbers simply said math genie great opportunity kids academics miss fatima mir fantastic,Positive
"We moved to Texas 1.5 years back, and since then we have been continuing virtual math genie  in both reading and math. They  have amazing and  hard working teachers who work with my kid for him to achieve excellence.",moved texas years back since continuing virtual math genie reading math amazing hard working teachers work kid achieve excellence,Positive
"Ms.Faith excellent with students, always positive and energetic",excellent students always positive energetic,Positive
"I’ve been doing Math Genie for my youngest daughter with Ms. Faith for less than a year but I have been awed by how quickly she has improved with her math and common core skills.  Ms. Faith is very engaging, patient and accommodating.  She has kept my 7 y/o interested and focused.  I’ve had my two other children do it as well 14 years ago.  I’ve asked both my kids( one in college and one in high school) if they found it helpful back when they were in it and they said that it helped them with their  math skills, abstract calculations and focus.",math genie youngest daughter ms faith less year awed quickly improved math common core skills ms faith engaging patient accommodating kept 7 interested focused two children well 14 years ago asked kids one college one high school found helpful back said helped math skills abstract calculations focus,Positive
Ms. Meghan is one of the main reasons we go to Math Genie. She brings out the best in my child and she loves to go and learn. Ms. Meghan is positive and loves to teach.,meghan one main reasons go math genie brings best child loves go learn meghan positive loves teach,Positive
"This place has been a Godsend!
Ms. Megan is awesome. She works with my son individually and caters to my son's needs. My son has learned, and he has progressed so much in the last 2+ years at Math Genie. I’m really impressed and would recommend it to everyone. It's a guarantee that you get what you pay for.",place godsend megan awesome works son individually caters son needs son learned progressed much last years math genie really impressed would recommend everyone guarantee get pay,Positive
Ms. Fatima is an excellent teacher and caring about kids progress.,fatima excellent teacher caring kids progress,Positive
My son continues to thrive at Math Genie!  Faith is caring and knows my sons strengths and weaknesses like a book.  She also knows how to keep him motivated as he enjoys going to Math Genie every week without a complaint!,son continues thrive math genie faith caring knows sons strengths weaknesses like book also knows keep motivated enjoys going math genie every week without complaint,Positive
Mathgenie is great! My son has been in Mathgenie for few years now and it was the best decision that I have made.,mathgenie great son mathgenie years best decision made,Positive
Ms. Faith is AMAZING!!!! My daughter can not wait for Math Genie day :) Her energy and enthusiasm shows in every lesson with my daughter . I was previously at Kumon and I AM SO HAPPY we made the switch !!!,ms faith amazing daughter wait math genie day energy enthusiasm shows every lesson daughter previously kumon happy made switch,Positive
"I would like to take a moment and acknowledge Ms. Haven for her outstanding and effective teaching. Ever since Ms. Haven started teaching my child,  I have seen a lot of improvement and confidence in my child. Truly, it feels like she has some magic that unlocks a kid’s ability to understand and retain what has been taught to her. My child has been able to perform well in her exams and assessments not only at Math Genie but also at her school. This is proven in her grades at school.
Ms. Haven follows through her work to make sure her student understands and retains the curriculum she has taught her.
Ms Haven also collaborates well with parents and gives updates about the child’s progress.
Last but not least, Ms. Haven has the ability to foster positive interactions with her student which in turn builds the student’s confidence.
I appreciate you being my child’s teacher and thank you Math Genie for having great teachers like Ms. Haven.",would like take moment acknowledge outstanding effective teaching ever since started teaching child seen lot improvement confidence child truly feels like magic unlocks kid ability understand retain taught child able perform well exams assessments math genie also school proven grades school follows work make sure student understands retains curriculum taught ms also collaborates well parents gives updates child progress last least ability foster positive interactions student turn builds student confidence appreciate child teacher thank math genie great teachers like,Positive
"I was looking for an after school program for my 6 year old and i did not like Kumon's teaching method.  I came upon Genie Academy on Google and read excellent reviews and decided to give it a try.  I really  love the teaching method it's class room style and every child is given attention individually.  And if your child is struggling or having difficulty with any topic in school they will help them since they teach Common core too. And many times if my child came home with a comment on her assignment that she does not follow directions I took that sheet to Genie Academy to child's teacher and she made her understand in a way that is taught in school.

Ms Tania is an amazing teacher , she is the perfect example of how a teacher should be.  My daughter has shown a great improvement not only in what she is learning but on her overall personality.",looking school program 6 year old like kumon teaching method came upon genie academy google read excellent reviews decided give try really love teaching method class room style every child given attention individually child struggling difficulty topic school help since teach common core many times child came home comment assignment follow directions took sheet genie academy child teacher made understand way taught school ms tania amazing teacher perfect example teacher daughter shown great improvement learning overall personality,Positive
"Ms Chantal is very patient and work with my song hard , help him to improve writing and reading. Work professionally.",ms chantal patient work song hard help improve writing reading work professionally,Positive
"My son likes to attend math genie.
Mr. Kamran is my sons teacher. He is excellent teacher who is patient and eager to help.
He motivates students and encourages them to ask questions. I think that promotes faster learning.",son likes attend math genie kamran sons teacher excellent teacher patient eager help motivates students encourages ask questions think promotes faster learning,Positive
We really appreciate all help and efforts of Ms Fatima in helping our daughter in Maths.,really appreciate help efforts ms fatima helping daughter maths,Positive
This center really awesome.I would like to appreciate and thank Mr.Faith for her continues support and mentoring my daughter.,center really would like appreciate thank continues support mentoring daughter,Positive
Miss Fatima is great. Very nice teacher. Very approachable. Gives feedback! Very caring!,miss fatima great nice teacher approachable gives feedback caring,Positive
"Ms. Ali Blackburn takes significant time, dedication, and effort to teach both of my children phonics, reading & writing. She has helped them to build up their abilities a little more and the repetition reinforces what they learned in class. Their self-confidence has grown since last year, they know how to sound words, spell, read comprehension, elements of literature, and so on. Their confidence made it easier than them to do everything at school. It keeps them more engaged in school and allows them to enjoy the learning experience. The Math Genie curriculum is also better suited for multiple pages practices for homework strategies that they do on their own!",ali blackburn takes significant time dedication effort teach children phonics reading writing helped build abilities little repetition reinforces learned class grown since last year know sound words spell read comprehension elements literature confidence made easier everything school keeps engaged school allows enjoy learning experience math genie curriculum also better suited multiple pages practices homework strategies,Positive
Ms. Faith at Marlboro location is the best teacher. She’s very dedicated towards her job. She’s extremely kind and also makes sure to work on my kids weak areas. After every session she gives us a feedback too. My kid loves Ms. Faith. Highly recommend her. Thank you!,ms faith marlboro location best teacher dedicated towards job extremely kind also makes sure work kids weak areas every session gives us feedback kid loves ms faith highly recommend thank,Positive
Austin is great. Very responsive and proactive. My daughter has been improving her grades in Maths,austin great responsive proactive daughter improving grades maths,Positive
"At this Marlboro location and East Brunswick location, I met 2 wonderful teachers. One is coach Fatima and other is coach Faith. If you are reading it, then believe me both teachers should be applauded as much as possible. They are not only doing their job, but alongwith doing a favor to the struggling parents by elevating the moral and confidence level and bringing the joy of learning to students. I wish both of them good luck.",marlboro location east brunswick location met 2 wonderful teachers one coach fatima coach faith reading believe teachers applauded much possible job alongwith favor struggling parents elevating moral confidence level bringing joy learning students wish good luck,Positive
Miss Faith is a very good teacher. My daughter has improved her English and math skills under her guidance. I totally recommend math genie for kids Math  and English.,miss faith good teacher daughter improved english math skills guidance totally recommend math genie kids math english,Positive
"We've been attending Math Genie (currently Genie Academy)  for a few years.  I was extremely happy to find out that they extended virtual classrooms past pandemic as it helps us to seamlessly  blend the program with the rest of our homeschooling curriculum.   I love how each student gets personal attention and is able to progress at their own pace. It allows stronger students to advance faster without being held back,  while the weaker students stay on the topic until they thoroughly familiarize themselves with it and don't fall behind like so often happens in public schools.  I would like to personally thank Ms. Naina, Ms. Susie, Ms. Fatima and Mr. Takuma for making this an amazing experience.",attending math genie currently genie academy years extremely happy find extended virtual classrooms past pandemic helps us seamlessly blend program rest homeschooling curriculum love student gets personal attention able progress pace allows stronger students advance faster without held back weaker students stay topic thoroughly familiarize fall behind like often happens public schools would like personally thank naina susie fatima takuma making amazing experience,Positive
Ms Haven has been extremely motivating and has a focused approach with the kids. My son loves attending her classes. She gives timely feedback and knows her job well. Really appreciate her for giving a big homework packet for summer practice. Wish her all the best !!,ms extremely motivating focused approach kids son loves attending classes gives timely feedback knows job well really appreciate giving big homework packet summer practice wish best,Positive
Excellent Teachers!!!!  Excellent classroom setting!!!  Highly recommend Math Genie!!,excellent teachers excellent classroom setting highly recommend math genie,Positive
An awesome tutor center for kids whether they need support for specific areas or overall on-going reinforcement. Mr. Takuma at East Brunswick is one of the best!,awesome tutor center kids whether need support specific areas overall reinforcement takuma east brunswick one best,Positive
"My daughter is in Mathgenie since 3 years and I can see significant difference in study now she is ahead in class, definitely suggest to anyone who looking for great tutoring👍",daughter mathgenie since 3 years see significant difference study ahead class definitely suggest anyone looking great,Positive
"The program and classes make Kumon a distant memory … this place actually works with students and in step with what is going well or what needs work. Kumon was utter garbage and a cash grab. The one negative is the building where this program is held… they should push the landlord to update the lighting, doors and institute a little upkeep… new clients may get turned off.",program classes make kumon distant memory place actually works students step going well needs work kumon utter garbage cash grab one negative building program push landlord update lighting doors institute little new clients may get turned,Negative
"Mr. Mark Vallaro is an excellent teacher! He works on weakness on your kid and improve academic grade level. He encourages students for developing of new ideas in learning style and help students to acquire new analytical tools such as critical thinking, communications and research.",mark vallaro excellent teacher works weakness kid improve academic grade level encourages students developing new ideas learning style help students acquire new analytical tools critical thinking communications research,Positive
Super good with kids,super good kids,Positive
My daughter needed help with reading and Math Genie helped her by first assessing her skills. Then they focused on the areas that she needed help with. She improved and now she’s learning to spell as well. Highly recommended.,daughter needed help reading math genie helped first assessing skills focused areas needed help improved learning spell well highly recommended,Positive
My son has always struggled with Math. Every time we sat down to do math homework he would instantly get anxiety. Since working with Mark at Math Genie my son has made huge progress in these past 4 months and has gained a lot of confidence with building his core understandings in Math every week. I can tell Mark is determined to help kids understand and master these skills! I would highly recommend this facility to anyone looking to get their child the extra help they need!,son always struggled math every time sat math homework would instantly get anxiety since working mark math genie son made huge progress past 4 months gained lot confidence building core understandings math every week tell mark determined help kids understand master skills would highly recommend facility anyone looking get child extra help need,Positive
